"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"1889-01-20","9.0","0.0","0.04","0.60","M"
"1889-01-21","31.0","-7.0","0.00","0.00","M"
"1889-01-22","38.0","9.0","0.00","0.00","M"
"1889-01-23","38.0","18.0","0.00","0.00","M"
"1889-01-24","39.0","10.0","0.00","0.00","M"
"1889-01-25","42.0","21.0","T","T","M"
"1889-01-26","21.0","7.0","0.01","0.10","M"
"1889-01-27","19.0","4.0","0.03","0.30","M"
"1889-01-28","25.0","-4.0","0.00","0.00","M"
"1889-01-29","27.0","10.0","0.00","0.00","M"
"1889-01-30","32.0","21.0","0.02","0.20","M"
"1889-01-31","21.0","8.0","0.00","0.00","M"
"1889-02-01","35.0","4.0","0.00","0.00","M"
"1889-02-02","38.0","16.0","0.00","0.00","M"
"1889-02-03","31.0","24.0","0.06","0.80","M"
"1889-02-04","31.0","10.0","0.05","0.60","M"
"1889-02-05","10.0","-18.0","0.00","0.00","M"
"1889-02-06","5.0","-16.0","0.00","0.00","M"
"1889-02-07","23.0","-5.0","T","T","M"
"1889-02-08","24.0","14.0","T","T","M"
"1889-02-09","19.0","9.0","0.00","0.00","M"
"1889-02-10","25.0","3.0","T","T","M"
"1889-02-11","17.0","5.0","0.03","0.30","M"
"1889-02-12","12.0","-4.0","0.00","0.00","M"
"1889-02-13","16.0","4.0","0.07","1.00","M"
"1889-02-14","21.0","0.0","T","T","M"
"1889-02-15","29.0","20.0","0.05","T","M"
"1889-02-16","30.0","17.0","0.01","0.30","M"
"1889-02-17","17.0","-6.0","0.00","0.00","M"
"1889-02-18","9.0","-13.0","0.00","0.00","M"
"1889-02-19","6.0","-15.0","0.00","0.00","M"
"1889-02-20","26.0","-20.0","0.00","0.00","M"
"1889-02-21","30.0","-2.0","0.01","0.10","M"
"1889-02-22","-2.0","-19.0","0.00","0.00","M"
"1889-02-23","-8.0","-25.0","0.00","0.00","M"
"1889-02-24","7.0","-15.0","0.02","0.20","M"
"1889-02-25","16.0","-11.0","0.00","0.00","M"
"1889-02-26","26.0","10.0","0.01","0.20","M"
"1889-02-27","37.0","22.0","0.00","0.00","M"
"1889-02-28","50.0","23.0","0.00","0.00","M"
"1889-03-01","39.0","28.0","T","0.00","M"
"1889-03-02","42.0","34.0","0.01","0.00","M"
"1889-03-03","50.0","32.0","0.00","0.00","M"
"1889-03-04","43.0","29.0","0.00","0.00","M"
"1889-03-05","50.0","28.0","0.00","0.00","M"
"1889-03-06","52.0","32.0","0.00","0.00","M"
"1889-03-07","38.0","32.0","T","T","M"
"1889-03-08","32.0","20.0","T","T","M"
"1889-03-09","38.0","20.0","0.00","0.00","M"
"1889-03-10","42.0","18.0","0.00","0.00","M"
"1889-03-11","52.0","26.0","0.00","0.00","M"
"1889-03-12","43.0","24.0","0.00","0.00","M"
"1889-03-13","24.0","13.0","0.06","1.50","M"
"1889-03-14","40.0","14.0","0.35","1.50","M"
"1889-03-15","37.0","29.0","0.08","0.00","M"
"1889-03-16","37.0","32.0","0.37","0.00","M"
"1889-03-17","39.0","33.0","T","0.00","M"
"1889-03-18","52.0","33.0","0.00","0.00","M"
"1889-03-19","60.0","28.0","0.00","0.00","M"
"1889-03-20","56.0","33.0","0.00","0.00","M"
"1889-03-21","60.0","29.0","0.00","0.00","M"
"1889-03-22","62.0","31.0","0.00","0.00","M"
"1889-03-23","62.0","31.0","0.00","0.00","M"
"1889-03-24","67.0","37.0","0.00","0.00","M"
"1889-03-25","64.0","35.0","0.00","0.00","M"
"1889-03-26","54.0","32.0","0.00","0.00","M"
"1889-03-27","37.0","21.0","0.00","0.00","M"
"1889-03-28","52.0","20.0","0.00","0.00","M"
"1889-03-29","33.0","17.0","0.00","0.00","M"
"1889-03-30","36.0","19.0","0.12","1.10","M"
"1889-03-31","46.0","29.0","0.00","0.00","M"
"1889-04-01","61.0","32.0","0.02","T","M"
"1889-04-02","54.0","34.0","0.12","0.00","M"
"1889-04-03","44.0","32.0","0.00","0.00","M"
"1889-04-04","59.0","28.0","0.00","0.00","M"
"1889-04-05","45.0","27.0","0.00","0.00","M"
"1889-04-06","54.0","26.0","0.00","0.00","M"
"1889-04-07","54.0","37.0","0.06","0.00","M"
"1889-04-08","60.0","41.0","0.03","0.00","M"
"1889-04-09","66.0","42.0","0.03","0.00","M"
"1889-04-10","58.0","40.0","0.00","0.00","M"
"1889-04-11","63.0","44.0","0.00","0.00","M"
"1889-04-12","58.0","38.0","0.00","0.00","M"
"1889-04-13","58.0","30.0","0.00","0.00","M"
"1889-04-14","59.0","33.0","0.00","0.00","M"
"1889-04-15","65.0","34.0","0.00","0.00","M"
"1889-04-16","55.0","48.0","0.02","0.00","M"
"1889-04-17","62.0","43.0","0.12","0.00","M"
"1889-04-18","63.0","46.0","0.08","0.00","M"
"1889-04-19","65.0","44.0","0.00","0.00","M"
"1889-04-20","76.0","44.0","0.00","0.00","M"
"1889-04-21","59.0","34.0","0.00","0.00","M"
"1889-04-22","66.0","40.0","0.01","0.00","M"
"1889-04-23","69.0","53.0","0.13","0.00","M"
"1889-04-24","54.0","37.0","0.52","0.00","M"
"1889-04-25","67.0","36.0","0.00","0.00","M"
"1889-04-26","71.0","48.0","0.00","0.00","M"
"1889-04-27","48.0","38.0","T","0.00","M"
"1889-04-28","50.0","36.0","0.00","0.00","M"
"1889-04-29","55.0","36.0","0.00","0.00","M"
"1889-04-30","57.0","33.0","0.00","0.00","M"
"1889-05-01","49.0","33.0","T","0.00","M"
"1889-05-02","65.0","36.0","0.00","0.00","M"
"1889-05-03","68.0","40.0","0.00","0.00","M"
"1889-05-04","75.0","42.0","0.00","0.00","M"
"1889-05-05","76.0","61.0","0.00","0.00","M"
"1889-05-06","84.0","62.0","0.00","0.00","M"
"1889-05-07","78.0","65.0","T","0.00","M"
"1889-05-08","77.0","55.0","1.26","0.00","M"
"1889-05-09","71.0","52.0","0.16","0.00","M"
"1889-05-10","69.0","52.0","0.01","0.00","M"
"1889-05-11","70.0","50.0","0.00","0.00","M"
"1889-05-12","74.0","52.0","0.00","0.00","M"
"1889-05-13","78.0","51.0","0.00","0.00","M"
"1889-05-14","58.0","44.0","0.02","0.00","M"
"1889-05-15","47.0","42.0","0.13","0.00","M"
"1889-05-16","71.0","43.0","0.22","0.00","M"
"1889-05-17","56.0","46.0","0.00","0.00","M"
"1889-05-18","58.0","47.0","0.11","0.00","M"
"1889-05-19","67.0","49.0","0.04","0.00","M"
"1889-05-20","63.0","45.0","0.03","0.00","M"
"1889-05-21","64.0","42.0","0.03","0.00","M"
"1889-05-22","62.0","36.0","0.00","0.00","M"
"1889-05-23","74.0","48.0","0.38","0.00","M"
"1889-05-24","64.0","48.0","0.00","0.00","M"
"1889-05-25","65.0","42.0","0.00","0.00","M"
"1889-05-26","68.0","49.0","0.28","0.00","M"
"1889-05-27","62.0","47.0","0.19","0.00","M"
"1889-05-28","55.0","36.0","0.00","0.00","M"
"1889-05-29","59.0","38.0","0.00","0.00","M"
"1889-05-30","60.0","38.0","0.00","0.00","M"
"1889-05-31","66.0","33.0","0.00","0.00","M"
"1889-06-01","62.0","42.0","0.00","0.00","M"
"1889-06-02","63.0","44.0","T","0.00","M"
"1889-06-03","67.0","47.0","0.00","0.00","M"
"1889-06-04","68.0","43.0","0.00","0.00","M"
"1889-06-05","77.0","47.0","0.00","0.00","M"
"1889-06-06","74.0","54.0","0.42","0.00","M"
"1889-06-07","76.0","57.0","0.00","0.00","M"
"1889-06-08","67.0","56.0","0.00","0.00","M"
"1889-06-09","59.0","48.0","0.00","0.00","M"
"1889-06-10","74.0","48.0","0.00","0.00","M"
"1889-06-11","75.0","55.0","0.00","0.00","M"
"1889-06-12","83.0","59.0","0.00","0.00","M"
"1889-06-13","76.0","53.0","0.00","0.00","M"
"1889-06-14","78.0","65.0","T","0.00","M"
"1889-06-15","75.0","54.0","0.00","0.00","M"
"1889-06-16","81.0","59.0","0.05","0.00","M"
"1889-06-17","82.0","59.0","0.01","0.00","M"
"1889-06-18","87.0","59.0","0.08","0.00","M"
"1889-06-19","80.0","59.0","0.63","0.00","M"
"1889-06-20","62.0","58.0","0.37","0.00","M"
"1889-06-21","63.0","52.0","0.00","0.00","M"
"1889-06-22","69.0","47.0","0.00","0.00","M"
"1889-06-23","73.0","49.0","0.00","0.00","M"
"1889-06-24","70.0","54.0","0.00","0.00","M"
"1889-06-25","77.0","62.0","T","0.00","M"
"1889-06-26","75.0","61.0","0.05","0.00","M"
"1889-06-27","72.0","52.0","0.00","0.00","M"
"1889-06-28","80.0","60.0","0.00","0.00","M"
"1889-06-29","87.0","66.0","0.00","0.00","M"
"1889-06-30","90.0","67.0","0.00","0.00","M"
"1889-07-01","90.0","67.0","0.00","0.00","M"
"1889-07-02","87.0","62.0","0.01","0.00","M"
"1889-07-03","75.0","53.0","0.02","0.00","M"
"1889-07-04","77.0","52.0","0.00","0.00","M"
"1889-07-05","83.0","57.0","0.00","0.00","M"
"1889-07-06","92.0","68.0","0.00","0.00","M"
"1889-07-07","96.0","75.0","0.00","0.00","M"
"1889-07-08","84.0","70.0","0.08","0.00","M"
"1889-07-09","75.0","67.0","2.10","0.00","M"
"1889-07-10","79.0","60.0","0.00","0.00","M"
"1889-07-11","83.0","54.0","0.00","0.00","M"
"1889-07-12","87.0","67.0","0.22","0.00","M"
"1889-07-13","75.0","62.0","0.02","0.00","M"
"1889-07-14","79.0","59.0","0.05","0.00","M"
"1889-07-15","76.0","57.0","0.00","0.00","M"
"1889-07-16","82.0","60.0","0.00","0.00","M"
"1889-07-17","77.0","66.0","0.04","0.00","M"
"1889-07-18","92.0","66.0","0.01","0.00","M"
"1889-07-19","80.0","63.0","0.00","0.00","M"
"1889-07-20","84.0","61.0","0.00","0.00","M"
"1889-07-21","86.0","65.0","0.34","0.00","M"
"1889-07-22","80.0","59.0","0.00","0.00","M"
"1889-07-23","78.0","56.0","0.00","0.00","M"
"1889-07-24","80.0","64.0","0.00","0.00","M"
"1889-07-25","79.0","64.0","0.18","0.00","M"
"1889-07-26","84.0","61.0","0.00","0.00","M"
"1889-07-27","82.0","64.0","0.00","0.00","M"
"1889-07-28","76.0","56.0","T","0.00","M"
"1889-07-29","72.0","57.0","0.01","0.00","M"
"1889-07-30","75.0","50.0","0.00","0.00","M"
"1889-07-31","76.0","52.0","0.00","0.00","M"
"1889-08-01","80.0","61.0","0.16","0.00","M"
"1889-08-02","74.0","56.0","0.00","0.00","M"
"1889-08-03","77.0","50.0","0.00","0.00","M"
"1889-08-04","72.0","49.0","0.00","0.00","M"
"1889-08-05","79.0","50.0","0.00","0.00","M"
"1889-08-06","81.0","54.0","0.00","0.00","M"
"1889-08-07","70.0","62.0","1.14","0.00","M"
"1889-08-08","82.0","67.0","0.06","0.00","M"
"1889-08-09","75.0","58.0","0.00","0.00","M"
"1889-08-10","80.0","55.0","0.00","0.00","M"
"1889-08-11","82.0","56.0","0.00","0.00","M"
"1889-08-12","81.0","56.0","0.00","0.00","M"
"1889-08-13","76.0","63.0","0.30","0.00","M"
"1889-08-14","73.0","55.0","0.00","0.00","M"
"1889-08-15","78.0","57.0","0.00","0.00","M"
"1889-08-16","78.0","56.0","0.00","0.00","M"
"1889-08-17","83.0","59.0","0.00","0.00","M"
"1889-08-18","87.0","69.0","0.00","0.00","M"
"1889-08-19","87.0","66.0","0.00","0.00","M"
"1889-08-20","80.0","67.0","1.90","0.00","M"
"1889-08-21","80.0","57.0","0.00","0.00","M"
"1889-08-22","84.0","54.0","0.00","0.00","M"
"1889-08-23","81.0","60.0","0.00","0.00","M"
"1889-08-24","85.0","57.0","0.00","0.00","M"
"1889-08-25","90.0","68.0","0.00","0.00","M"
"1889-08-26","76.0","66.0","0.00","0.00","M"
"1889-08-27","88.0","62.0","0.00","0.00","M"
"1889-08-28","90.0","68.0","T","0.00","M"
"1889-08-29","81.0","66.0","0.00","0.00","M"
"1889-08-30","91.0","65.0","0.00","0.00","M"
"1889-08-31","90.0","70.0","0.00","0.00","M"
"1889-09-01","88.0","67.0","0.00","0.00","M"
"1889-09-02","72.0","61.0","T","0.00","M"
"1889-09-03","80.0","50.0","0.00","0.00","M"
"1889-09-04","74.0","54.0","0.08","0.00","M"
"1889-09-05","66.0","43.0","T","0.00","M"
"1889-09-06","80.0","47.0","0.00","0.00","M"
"1889-09-07","69.0","58.0","T","0.00","M"
"1889-09-08","83.0","51.0","0.00","0.00","M"
"1889-09-09","80.0","56.0","0.00","0.00","M"
"1889-09-10","76.0","55.0","0.00","0.00","M"
"1889-09-11","82.0","60.0","0.00","0.00","M"
"1889-09-12","75.0","55.0","0.00","0.00","M"
"1889-09-13","73.0","59.0","0.03","0.00","M"
"1889-09-14","72.0","53.0","0.01","0.00","M"
"1889-09-15","62.0","42.0","T","0.00","M"
"1889-09-16","65.0","48.0","T","0.00","M"
"1889-09-17","58.0","39.0","0.00","0.00","M"
"1889-09-18","60.0","35.0","0.00","0.00","M"
"1889-09-19","78.0","38.0","0.00","0.00","M"
"1889-09-20","66.0","49.0","0.00","0.00","M"
"1889-09-21","63.0","39.0","0.00","0.00","M"
"1889-09-22","62.0","47.0","0.21","0.00","M"
"1889-09-23","66.0","54.0","0.02","0.00","M"
"1889-09-24","61.0","43.0","0.03","0.00","M"
"1889-09-25","47.0","39.0","0.01","0.00","M"
"1889-09-26","48.0","34.0","0.03","T","M"
"1889-09-27","76.0","32.0","0.00","0.00","M"
"1889-09-28","82.0","41.0","0.00","0.00","M"
"1889-09-29","64.0","47.0","0.08","0.00","M"
"1889-09-30","76.0","53.0","0.01","0.00","M"
"1889-10-01","56.0","41.0","0.00","0.00","M"
"1889-10-02","76.0","40.0","0.00","0.00","M"
"1889-10-03","58.0","43.0","0.00","0.00","M"
"1889-10-04","74.0","35.0","0.00","0.00","M"
"1889-10-05","50.0","35.0","0.00","0.00","M"
"1889-10-06","50.0","29.0","0.00","0.00","M"
"1889-10-07","55.0","30.0","0.00","0.00","M"
"1889-10-08","68.0","36.0","0.00","0.00","M"
"1889-10-09","70.0","40.0","0.00","0.00","M"
"1889-10-10","76.0","41.0","0.00","0.00","M"
"1889-10-11","76.0","44.0","0.00","0.00","M"
"1889-10-12","59.0","44.0","0.00","0.00","M"
"1889-10-13","54.0","32.0","0.00","0.00","M"
"1889-10-14","58.0","29.0","0.00","0.00","M"
"1889-10-15","62.0","32.0","T","0.00","M"
"1889-10-16","66.0","50.0","0.00","0.00","M"
"1889-10-17","58.0","35.0","0.00","0.00","M"
"1889-10-18","65.0","30.0","0.00","0.00","M"
"1889-10-19","45.0","39.0","0.00","0.00","M"
"1889-10-20","43.0","25.0","0.00","0.00","M"
"1889-10-21","39.0","27.0","0.00","0.00","M"
"1889-10-22","47.0","30.0","0.00","0.00","M"
"1889-10-23","50.0","30.0","0.00","0.00","M"
"1889-10-24","45.0","42.0","T","0.00","M"
"1889-10-25","44.0","36.0","0.06","0.00","M"
"1889-10-26","37.0","32.0","0.00","0.00","M"
"1889-10-27","49.0","25.0","0.00","0.00","M"
"1889-10-28","52.0","27.0","0.00","0.00","M"
"1889-10-29","50.0","30.0","0.00","0.00","M"
"1889-10-30","44.0","30.0","0.00","0.00","M"
"1889-10-31","44.0","36.0","0.00","0.00","M"
"1889-11-01","42.0","37.0","0.12","0.30","M"
"1889-11-02","40.0","32.0","0.42","0.10","M"
"1889-11-03","39.0","30.0","0.01","T","M"
"1889-11-04","30.0","24.0","T","T","M"
"1889-11-05","42.0","16.0","0.00","0.00","M"
"1889-11-06","56.0","28.0","0.00","0.00","M"
"1889-11-07","49.0","32.0","0.00","0.00","M"
"1889-11-08","46.0","23.0","0.00","0.00","M"
"1889-11-09","51.0","29.0","0.00","0.00","M"
"1889-11-10","55.0","31.0","0.00","0.00","M"
"1889-11-11","36.0","29.0","T","T","M"
"1889-11-12","34.0","25.0","0.07","0.80","M"
"1889-11-13","34.0","30.0","0.04","0.80","M"
"1889-11-14","32.0","25.0","0.19","1.50","M"
"1889-11-15","25.0","13.0","0.00","0.00","M"
"1889-11-16","34.0","11.0","0.00","0.00","M"
"1889-11-17","40.0","21.0","0.00","0.00","M"
"1889-11-18","45.0","22.0","0.00","0.00","M"
"1889-11-19","47.0","23.0","0.00","0.00","M"
"1889-11-20","50.0","25.0","0.00","0.00","M"
"1889-11-21","39.0","28.0","0.01","T","M"
"1889-11-22","31.0","23.0","0.03","0.30","M"
"1889-11-23","36.0","16.0","0.00","0.00","M"
"1889-11-24","28.0","14.0","0.00","0.00","M"
"1889-11-25","35.0","12.0","0.00","0.00","M"
"1889-11-26","32.0","20.0","0.00","0.00","M"
"1889-11-27","32.0","12.0","0.07","0.80","M"
"1889-11-28","20.0","11.0","0.01","0.10","M"
"1889-11-29","16.0","-4.0","0.00","0.00","M"
"1889-11-30","36.0","5.0","0.00","0.00","M"
"1889-12-01","47.0","29.0","0.00","0.00","M"
"1889-12-02","39.0","31.0","0.12","0.30","M"
"1889-12-03","31.0","22.0","0.00","0.00","M"
"1889-12-04","35.0","26.0","0.04","0.00","M"
"1889-12-05","38.0","29.0","T","0.00","M"
"1889-12-06","40.0","23.0","0.00","0.00","M"
"1889-12-07","40.0","29.0","0.00","0.00","M"
"1889-12-08","44.0","33.0","0.00","0.00","M"
"1889-12-09","40.0","21.0","0.00","0.00","M"
"1889-12-10","36.0","34.0","0.06","T","M"
"1889-12-11","35.0","22.0","0.00","0.00","M"
"1889-12-12","40.0","27.0","0.00","0.00","M"
"1889-12-13","28.0","20.0","0.00","0.00","M"
"1889-12-14","32.0","20.0","0.00","0.00","M"
"1889-12-15","41.0","25.0","0.00","0.00","M"
"1889-12-16","43.0","35.0","0.07","0.00","M"
"1889-12-17","37.0","30.0","0.00","0.00","M"
"1889-12-18","46.0","33.0","0.00","0.00","M"
"1889-12-19","33.0","23.0","0.00","0.00","M"
"1889-12-20","27.0","14.0","0.00","0.00","M"
"1889-12-21","32.0","20.0","0.18","3.00","M"
"1889-12-22","26.0","14.0","0.14","0.40","M"
"1889-12-23","34.0","21.0","0.00","0.00","M"
"1889-12-24","43.0","27.0","0.05","0.00","M"
"1889-12-25","38.0","16.0","0.00","0.00","M"
"1889-12-26","26.0","6.0","0.00","0.00","M"
"1889-12-27","40.0","20.0","0.00","0.00","M"
"1889-12-28","34.0","25.0","0.08","1.00","M"
"1889-12-29","25.0","8.0","0.58","4.40","M"
"1889-12-30","16.0","-4.0","0.00","0.00","M"
"1889-12-31","30.0","12.0","0.00","0.00","M"
